Rank,Final Taxonomy for Funguild,OTU ID ,taxonomy,Taxon,Taxon Level,Trophic Mode,Guild,Confidence Ranking,Growth Morphology,Trait,Notes,Citation/Source
164,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia",OTU398,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia,Sporormiaceae,9,Saprotroph,Dung Saprotroph-Plant Saprotroph,Probable,Microfungus,NULL,"Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
165,Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Hypocreales,OTU183,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales,Hypocreales,7,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL,NULL,"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
166,Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Crepidotaceae,OTU262,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae,Crepidotaceae,9,Saprotroph,Wood Saprotroph,Probable,Agaricoid,NULL,NULL,"Aime MC, et al. 2005. American Journal of Botany 92:74-82"
167,Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina,OTU252,k__Fungi;p__Ascomycota,-,-,-,-,-,-,-,Unassigned,-
168,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,Chaetomium longiciliata",OTU219,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium_953;Chaetomiumlongiciliata,Chaetomium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph,Possible,Microfungus,Soft Rot,"Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926"
169,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae",OTU235,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae,Chaetomiaceae,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph,Possible,Microfungus,Soft Rot,"Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926"
170,"Fungi,Ascomycota,Sordariomycetes,Sordariales",OTU205,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales,-,-,-,-,-,-,-,Unassigned,-
171,Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Phaeosphaeriaceae,OTU223,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Probable,Microfungus,NULL,"Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
172,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU221,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
173,"Fungi,Ascomycota,Leotiomycetes,dummy_order_Myxotrichaceae,Myxotrichaceae,Pseudogymnoascus_4436,Pseudogymnoascus_pannorum_804769",OTU118,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__dummy_order_Myxotrichaceae;f__Myxotrichaceae;g__Pseudogymnoascus_4436;Pseudogymnoascus_pannorum_804769,Pseudogymnoascus,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Soil Saprotroph,Possible,NULL,NULL,"It is important to note that the majority of species that comprise this genus, including the White-Nose Bat Syndrome causing Pseudogymnoascus destructans, were once placed in the genus Geomyces (see Minnis & Lindner 2013),and including Pseudogymnoascus panorum (as Geomyces panorum) that had been widely applied to a number of isolates from cold places, including those found in soil, on living roots, hypersaline lakes, keratinaceous substrates, and skin lesions of animals (perhaps as a weak pathogen); however, the true identity of Geomyces panorum (now Pseudogymnoascus panorum) is not known (pers.Lindner DL)","Minnis AM, Lindner DL. 2013. Fungal Biology 117:638-649; Tedersoo L, et al. 2014. Science 346:1256688"
174,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia",OTU348,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Dominikia,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
175,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk",OTU208,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Tulostoma_19339;unk,Tulostoma,13,Saprotroph,Soil Saprotroph,Probable,Gasteroid,NULL,Common name - stalked puffball,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; Tedersoo L, et al. 2014. Science 346:1256688"
176,Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina,OTU225,k__Fungi;p__Ascomycota,-,-,-,-,-,-,-,Unassigned,-
177,Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetes incertae sedis; Polyporales; Polyporaceae,OTU216,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae,Polyporaceae,9,Saprotroph,Wood Saprotroph,Probable,Polyporoid,Brown Rot-White Rot,"Lignicolous, causing brown or white rot, mostly of broadleaved trees (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
178,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk",OTU305,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus_20482;unk,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
179,Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina,OTU211,k__Fungi;p__Ascomycota,-,-,-,-,-,-,-,Unassigned,-
180,"Fungi,Ascomycota,Dothideomycetes,Dothideomycetidae",OTU222,k__Fungi;p__Ascomycota;c__Dothideomycetes,-,-,-,-,-,-,-,Unassigned,-
181,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae",OTU227,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae,-,-,-,-,-,-,-,Unassigned,-
182,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU226,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
183,Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariales incertae sedis; Monosporascus,OTU263,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylarialesincertaesedis;g__Monosporascus,Monosporascus,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,http://www.apsnet.org/publications/commonnames/Pages/default.aspx
184,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae",OTU233,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,Didymellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Possible,Microfungus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)"
185,Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetidae; Capnodiales; Mycosphaerellaceae; Porocercospora; Porocercospora_seminalis,OTU237,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Porocercospora;s__Porocercospora_seminalis,Mycosphaerellaceae,9,Pathotroph-Saprotroph,Plant Pathogen-Undefined Saprotroph,Probable,Microfungus,NULL,"Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
186,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk",OTU351,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus_20244;unk,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
187,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Diademaceae,Comoclathris_1198,unk",OTU276,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Diademaceae;g__Comoclathris_1198;unk,Comoclathris,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
188,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,Chaetomium_nozdrenkoae_328064",OTU239,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium_953;Chaetomium_nozdrenkoae_328064,Chaetomium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph,Possible,Microfungus,Soft Rot,"Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926"
189,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae",OTU220,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae,Sporormiaceae,9,Saprotroph,Dung Saprotroph-Plant Saprotroph,Probable,Microfungus,NULL,"Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
190,Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina,OTU231,k__Fungi;p__Ascomycota,-,-,-,-,-,-,-,Unassigned,-
191,"Fungi,Ascomycota,dummy_class_Pseudeurotiaceae,dummy_order_Pseudeurotiaceae,Pseudeurotiaceae",OTU316,k__Fungi;p__Ascomycota;c__dummy_class_Pseudeurotiaceae;o__dummy_order_Pseudeurotiaceae;f__Pseudeurotiaceae,Pseudeurotiaceae,9,Saprotroph,Plant Saprotroph-Wood Saprotroph,Probable,Microfungus,NULL,"Saprobic on woody tissue and rotting vegetation, often isolated from soil (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
192,Fungi; Fungi incertae sedis; Mucoromycota; Glomeromycotina; Glomeromycetes; Glomerales; Glomeraceae; Kamienskia; Kamienskia_divaricata,OTU3773,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Kamienskia;Kamienskia_divaricata,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
193,"Fungi,Ascomycota,Pezizomycetes,Pezizales",OTU105,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales,-,-,-,-,-,-,-,Unassigned,-
194,"Fungi,Ascomycota,Sordariomycetes,Sordariales",OTU286,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales,-,-,-,-,-,-,-,Unassigned,-
195,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae",OTU240,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Probable,Microfungus,NULL,"Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
196,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU238,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
197,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk",OTU357,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus_20244;unk,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
198,Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales,OTU249,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales,-,-,-,-,-,-,-,Unassigned,-
199,Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Lecanoromycetidae,OTU159,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__OSLEUMclade,-,-,-,-,-,-,-,Unassigned,-
200,"Fungi,Ascomycota,Dothideomycetes,Pleosporales",OTU232,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,-,-,-,-,-,-,-,Unassigned,-
201,"Fungi,Basidiomycota,Agaricomycetes,Agaricales",OTU367,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales,Agaricales,7,Pathotroph-Saprotroph-Symbiotroph,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph,Possible,Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast,NULL,"Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford"
202,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae",OTU217,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
203,Fungi; Fungi incertae sedis; Mucoromycota; Glomeromycotina; Glomeromycetes; Glomerales; Glomeraceae; Kamienskia; Kamienskia_divaricata,OTU731,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Kamienskia;Kamienskia_divaricata,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
204,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae",OTU114,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae,Pezizaceae,9,Saprotroph-Symbiotroph,Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph,Possible,Pezizoid,NULL,"Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
205,"Fungi,Ascomycota,Dothideomycetes",OTU344,k__Fungi;p__Ascomycota;c__Dothideomycetes,-,-,-,-,-,-,-,Unassigned,-
206,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,dummy_family_Mycocentrospora,Mycocentrospora_9021,unk",OTU209,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__dummy_family_Mycocentrospora;g__Mycocentrospora_9021;unk,Mycocentrospora,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
207,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae",OTU247,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae,Agaricaceae,9,Saprotroph,Undefined Saprotroph,Probable,Agaricoid-Gasteroid-Secotioid,NULL,Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
208,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae",OTU403,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
209,"Fungi,Basidiomycota,Tremellomycetes,Tremellales",OTU322,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales,Tremellales,7,Pathotroph-Saprotroph-Symbiotroph,Fungal Parasite-Undefined Saprotroph,Possible,Tremelloid-Yeast,NULL,"The order contains both teleomorphic and anamorphic species, most of the latter being yeasts","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
210,"Fungi,Ascomycota,Sordariomycetes,dummy_order_Dinemasporium,dummy_family_Dinemasporium,Dinemasporium_8040,unk",OTU243,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__dummy_order_Dinemasporium;f__dummy_family_Dinemasporium;g__Dinemasporium_8040;unk,Dinemasporium,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
211,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza_3859,unk",OTU376,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Peziza_3859;unk,Peziza,13,Saprotroph-Symbiotroph,Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph,Possible,Pezizoid,NULL,"Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (pro parte)"
212,Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Mycocaliciomycetidae; Mycocaliciales; Mycocaliciaceae; Mycocalicium; Mycocalicium victoriae,OTU185,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Mycocaliciales;f__Mycocaliciaceae;g__Mycocalicium;s__Mycocalicium_victoriae,Mycocalicium,13,Symbiotroph,Lichenized,Possible,Thallus,NULL,Lichenized and non-licenized taxa,Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
213,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae",OTU317,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
214,"Fungi,Zygomycota,dummy_class_Mortierellales,Mortierellales,Mortierellaceae,Mortierella_20345,Mortierella_alpina_170280",OTU177,k__Fungi;p__Zygomycota;c__dummy_class_Mortierellales;o__Mortierellales;f__Mortierellaceae;g__Mortierella_20345;Mortierella_alpina_170280,Mortierellaceae,9,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Possible,Microfungus,NULL,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074"
215,Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina,OTU184,k__Fungi;p__Ascomycota,-,-,-,-,-,-,-,Unassigned,-
